Code,Name,Category Code,Unit,Size,Cost,Price,Alert Quantity
4066,elvin nectar tropical punch  2L,juice,,,,,
slimsy drink 1 litr,,juice,,,,,
4067,grapefruit 1L,juice,,,,,
4068,orange 1L,juice,,,,,
4069,lemon&lime 1L,juice,,,,,
4070,passion 1L,juice,,,,,
4071,red berry 1L,juice,,,,,
4072,mango orange 1L,juice,,,,,
4073,elvin apple cider vinegar 375ML,juice,,,,,
4074,powerall apc 1L,cleaning,,,,,
4075,XTRA BLUE EDT MEN 100 ML,PERFUMES,,,,,
4076,XTRA RED EDP WOMEN  100 ML,PERFUMES,,,,,
4077,XTRA WHITE EDT MEN  100 ML,PERFUMES,,,,,
4078,XTRA WHITE EDP WOMEN 100 ML,PERFUMES,,,,,
4079,SILVER SIDE EDT MEN 100 ML,PERFUMES,,,,,
4080,BLACK SIDE EDT MEN  100 ML,PERFUMES,,,,,
4081,WHITE SIDE EDT MEN 100 ML,PERFUMES,,,,,
4082,BLUE SIDE EDT MEN  100 ML,PERFUMES,,,,,
4083,WHITE SIDE EDP WOMEN 100ML,PERFUMES,,,,,
4084,RED SIDE EDP WOMEN 100ML,PERFUMES,,,,,
4085,SECRET STYLE EDT MEN 100 ML,PERFUMES,,,,,
4086,SECRET STYLE EDP WOMEN 100ML,PERFUMES,,,,,
4087,ROMANESCA EDP WOMEN 100 ML,PERFUMES,,,,,
4088,ROMANESCA SENSATION EDP WOMEN 100ML,PERFUMES,,,,,
4089,HORIZON MEN EDT 100 ML,PERFUMES,,,,,
4090,HORIZON WOMEN EDP  100ML,PERFUMES,,,,,
4091,VAREL NIGHTS MAN EDT 100 ML,PERFUMES,,,,,
4092,VAREL NIGHTS GENTLEMAN EDT 100 ML,PERFUMES,,,,,
4093,TEMPO EDT MEN 100 ML,PERFUMES,,,,,
4094,TEMPO EDT WOMEN 100ML,PERFUMES,,,,,
4095,EVIDENCIA WOMEN 100ML,PERFUMES,,,,,
4096,EVIDENCIA SWEETY 100ML,PERFUMES,,,,,
4097,ARCHIPEL EDT MEN 100 ML,PERFUMES,,,,,
4098,ARCHIPEL EDP WOMEN 100 ML,PERFUMES,,,,,
4099,JUST SECRET EDP WOMEN 100 ML,PERFUMES,,,,,
4100,JUST SECRET EMOTION EDP WOMEN 100 ML,PERFUMES,,,,,
4101,STAR OUDH EDP 100 ML,PERFUMES,,,,,
4102,STAR MUKHALAT EDP 100 ML,PERFUMES,,,,,
4103,XTRA OUDH EDP 100 ML,PERFUMES,,,,,
4104,XTRA MUKHALAT EDP  100 ML,PERFUMES,,,,,
4104,ALARMA BLACK EDT MEN  100 ML,PERFUMES,,,,,
4105,ALARMA BLUE EDT MEN 100 ML,PERFUMES,,,,,
4106,ALARMA OUD EDP 100 ML,PERFUMES,,,,,
4107,OUD SIDE EDP 100 ML,PERFUMES,,,,,
4108,REFLEX OUDH EDP 100ML,PERFUMES,,,,,
4109,ROYAL OUDH EDP 100 ML,PERFUMES,,,,,
4110,ROYAL MUKHALAT EDP 100 ML,PERFUMES,,,,,
4111,ROYAL MUSC EDP 100 ML,PERFUMES,,,,,
4112,ROYAL VANILLA EDP 100 ML,PERFUMES,,,,,
4113,PURE OUDH EDP 100ML,PERFUMES,,,,,
4114,BLACK OUDH EDP 100 ML,PERFUMES,,,,,
4115,Marco Serrusi Homme 90ML,PERFUMES,,,,,
4116,Marco Serrusi White 90ML,PERFUMES,,,,,
4117,Marco Serrusi Oudh 90 ML,PERFUMES,,,,,
4118,FREE STAR PINK EDP WOMEN 100 ML,PERFUMES,,,,,
4119,FREE STAR BLUE EDP WOMEN 100 ML,PERFUMES,,,,,
4120,FREE STAR GOLD EDP WOMEN 100ML,PERFUMES,,,,,
4121,GALAXA WOMEN EDP 90 ML,PERFUMES,,,,,
4122,GALAXA MEN EDT 90 ML,PERFUMES,,,,,
4123,OXALYS EDT MEN 100 ML,PERFUMES,,,,,
4124,OXALYS EDP WOMEN 100 ML,PERFUMES,,,,,
4125,OPTION EDT MEN 100 ML,PERFUMES,,,,,
4126,OPTION EDP WOMEN 100 ML,PERFUMES,,,,,
4127,MAGIC STAR EDT MEN 100 ML,PERFUMES,,,,,
4128,MAGIC STAR EDP WOMEN 100 ML,PERFUMES,,,,,
4129,PLEASE EDT MEN 100 ML,PERFUMES,,,,,
4130,PLEASE EDP WOMEN 100ML,PERFUMES,,,,,
4131,JUST BLACK EDT MEN 100ML,PERFUMES,,,,,
4132,JUST BLUE EDT MEN 100 ML,PERFUMES,,,,,
4133,JUST OUD EDP 100ML,PERFUMES,,,,,
4134,JUST PINK EDP WOMEN 100 ML,PERFUMES,,,,,
4135,GUSTO EDT MEN 100ML,PERFUMES,,,,,
4136,GUSTO EDP WOMEN 100 ML,PERFUMES,,,,,
4137,SYNCHRO MEN EDT 100ML,PERFUMES,,,,,
4138,SYNCHRO WOMEN EDP 100 ML,PERFUMES,,,,,
4139,GAME FOR HIM EDT 100 ML,PERFUMES,,,,,
4140,GAME FOR HER EDP 100ML,PERFUMES,,,,,
4141,HAPPY MOMENT EDT MEN 100ML,PERFUMES,,,,,
4142,HAPPY MOMENT EDP WOMEN 100 ML,PERFUMES,,,,,
4143,JOY TIME GREEN WOMEN EDP 100ML,PERFUMES,,,,,
4144,JOY TIME HONEY WOMEN EDP 100ML,PERFUMES,,,,,
4145,JOY TIME HONEY WOMEN EDP 100ML,PERFUMES,,,,,
4146,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4147,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4147,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4148,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4149,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4150,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4151,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4152,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4153,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4154,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4155,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4156,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4157,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4158,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4159,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4160,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4161,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4162,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4163,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4163,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4164,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4165,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4166,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4166,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4167,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4168,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4169,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4170,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4171,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4172,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4173,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4174,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4175,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4176,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4177,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4178,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4179,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
4180,JOY TIME HONEY WOMEN EDP 100ML,skin care,,,,,
naturecare,,skin care,,,,,
4181,CREAM CLEANSER 200 ML,skin care,,,,,
4182,G55 FACIAL WASH 200 ML,skin care,,,,,
4183,PURIFYING MASK 75ML,skin care,,,,,
4183,SKIN TONER 200ML,skin care,,,,,
4184,HYDRA-SURGE SERUM 75ML,skin care,,,,,
4185,HYA-LURON LIFT 75ML,skin care,,,,,
4186,TISSUE OIL 75ML,skin care,,,,,
4187,ALOE GEL 75 ML,skin care,,,,,
4188,EYE & FACIAL SERUM 30 ML,skin care,,,,,
4189,BEAUTY BAR 125 G,skin care,,,,,
4190,UV PROTECTION SPF 25 75 ML,skin care,,,,,
4191,UV PROTECTION SPF 35 125ML,skin care,,,,,
4192,ALOE HEALTH DRINK 200 ML,skin care,,,,,
4193,ALOE HEALTH DRINK 50 ML,skin care,,,,,
4194,MULT VITAMINS 60 TABS,skin care,,,,,
4195,BETATOX 60 TABS,skin care,,,,,
4196,CALCIMAG 60 TABS,skin care,,,,,
4197,PROMEGA 60 TABS,skin care,,,,,
4198,MOUTHWASH  125ML,skin care,,,,,
4199,CREAM SHAMPOO 300 ML,skin care,,,,,
4200,PROTEIN CONDITIONER 300 ML,skin care,,,,,
4201,ROLL ON 100 ML,skin care,,,,,
4202,SPRAY 125ML,skin care,,,,,
4203,VITAMIN E OIL 75ML,skin care,,,,,
4204,ALOE FULL BODY CREAM 150ML,skin care,,,,,
4205,SHEA BODY BUTTER 125 ML,skin care,,,,,
4206,BODY DUSTING POWDER 200 ML,skin care,,,,,
4207,HYDRATING HAND LOTION 250 ML,skin care,,,,,
4208,ALOE HAND THERAPY 75 ML,skin care,,,,,
4209,SOAP ON A ROPE 150 G,skin care,,,,,
4210,SHOWER GEL 400 ML,skin care,,,,,
4211,BODY WASH 400 ML,skin care,,,,,
4212,FOOT SOAK 200 ML,skin care,,,,,
4213,FOOT BALM 75 ML,skin care,,,,,
4214,FOOT SPRAY 25ML,skin care,,,,,
4215,PERFUME CREAMS 25 ML,skin care,,,,,
